index,timestamp,username,comment,likes,replycount
651,2019-03-13T12:08:32Z,aadarsh hanuman,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a> anyone saw that man’s reaction behind 😂",28,0
652,2019-03-13T07:24:53Z,Suchang Buragohain,2019,1,0
653,2019-03-10T06:48:51Z,Administrstor Riyadh,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m01s"">0:01</a> .............. thank me later",11,0
654,2019-03-09T08:18:21Z,Priya Patil,😂🤣😂🤣<br>Holy flipped<br>That was funny,2,0
655,2019-03-05T17:30:16Z,Scarlet Knight,So they just flip anything that contains. Awesome,0,0
656,2019-03-05T17:29:03Z,Scarlet Knight,I am not indian,0,0
657,2019-03-05T15:16:50Z,Ramachandra Ramaiah,Anyone 2019 🤔🤐🤐🤐🤐,0,0
658,2019-03-05T12:47:19Z,Siddhant S,Adidas shirt,0,0
659,2019-03-05T11:55:11Z,Not silence,Anyone 2k19..😂👍💟,1,0
660,2019-02-27T13:25:03Z,Pawan Kumar,LOOOOL,0,0
661,2019-02-25T17:12:02Z,ap,Lol,0,0
662,2019-02-25T16:49:54Z,Chandrashekar Patil,Rofl,0,0
663,2019-02-25T12:13:00Z,Krishnanunne,Not tease Indians like this👎<br>Proud Indians👍,0,0
664,2019-02-23T12:05:06Z,Tae - livision,Oh my goddd !! Its si hilarious 😂😂😂😂,0,0
665,2019-02-23T07:05:08Z,𝓨𝔁𝓭𝓾💫,2019,1,0
666,2019-02-21T11:40:08Z,HAR studios,2019 anyone?,0,0
667,2019-02-15T06:30:13Z,Roky Ahmod,Wht a hair😂,0,0
668,2019-02-11T12:52:16Z,Kavitha Srinivasan,Hahahahahahhahahahahahaa,0,0
669,2019-02-10T08:05:34Z,S Yadhavi,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m17s"">0:17</a>. Amazing........ <br>40 seconds of indian&#39;s truth 😂😂",2,0
670,2019-02-09T16:23:00Z,Excaliber 87,Fastest 40 seconds in my life,0,0
671,2019-02-04T06:25:40Z,nithish reddy,Anyone watching this in  2019??,23,3
671(1),2020-02-15T17:17:54Z,shruthi,2020 boss🙄,0,0
671(2),2020-01-02T03:52:53Z,Samyuktha S,2020 here😂,1,0
671(3),2020-01-01T06:26:41Z,mambo,Nope...2020,3,0
672,2019-02-03T17:14:32Z,Chandrakanta Patil,"INSTRUCTIONS<br>Preheat the oven to 375°. Spray the cookie sheet with nonstick spray or you can use a liner. Silicone liners (like silpats) and parchment paper both work very well.<br><br>Mix together the two sugars. Be sure to break apart any hard chunks of brown sugar and get the two sugars fully mixed. We prefer dark brown sugar because we think it has a deeper, more caramel flavor, but light brown sugar will make your cookies taste a bit sweeter.<br><br>Mix the softened butter into the sugar in globs. This helps really incorporate the butter and the sugar.<br><br>Mix in the eggs one at a time. Crack the eggs directly into the bowl with the butter-sugar mix, and then use your spoon to lightly beat the eggs before stirring them into the butter and sugar.<br><br>Measure and mix in the vanilla, salt, and baking soda. Mix the batter as much as possible right now. Break apart any remaining clumps and make sure the batter is a consistent color throughout.<br><br>If you prefer, you can mix the salt and baking soda with the flour in a separate bowl instead of adding them now. This ensures that these dry ingredients are evenly distributed throughout the batter, but we&#39;ve never had any trouble adding them in at this point. Honestly, we just prefer to save ourselves an extra bowl to wash!<br><br>Add the flour all at once. At this point, you want to mix the batter as little as possible to avoid forming too much gluten. Stop mixing as soon as there is no more visible flour on the dough or in the bottom of the bowl.<br><br>Add the chocolate chips all at once and use a folding motion to incorporate them into the batter.<br><br>Scoop the batter onto your baking sheet, spacing the balls of dough roughly 2 inches apart. We use a tablespoon and measure out slightly rounded balls - they&#39;re about the size of pingpong balls. You can certainly go larger or smaller as you prefer!<br><br>Bake the cookies for 9-11 minutes. Take them out when they look puffy, are set around the edges, and dry to the touch. Let them cool for a few minutes on the baking sheet. As they cool, they will collapse back on themselves.<br><br>Transfer the cookies to a rack to finish cooling completely. Bake the rest of the cookies in batches.",0,1
672(1),2019-04-07T09:43:43Z,Aadhyanth K,?,0,0
673,2019-01-28T15:54:20Z,ROHAN TS,hahahahahahahahahahahahahahahahahahahahahahaha😂😂😂😂😂😂😂😂😂😂😅😅😅😅😂😂,1,0
674,2019-01-26T15:00:42Z,Prajwal S Agnihothri,"Our own way of flipping bottles from <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m15s"">0:15</a>",0,0
675,2019-01-24T12:01:07Z,mary tci,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> that guy is yelling at them",0,0
676,2019-01-23T11:26:02Z,safa khan,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> they scared the cow 😂😂🤣",0,0
677,2019-01-19T19:02:46Z,moussa seelarbokus,2019?,0,0
678,2019-01-19T15:26:04Z,Batmanthelegend!,MAAAARIIIIIIIII,0,0
679,2019-01-16T13:04:50Z,Archisha Marya,2019 fam lit,0,0
680,2019-01-15T07:25:19Z,iswarya ellappen,Its only 40 seconds video.. But 2M viewers..all credits goes to jordindian,0,0
681,2019-01-14T11:58:23Z,Agul prem,Super jordindian,0,0
682,2019-01-11T02:44:18Z,Suraj Pariyar,what is the name of that music tone,0,0
683,2019-01-09T23:30:26Z,Satish Kumar,Cow starts chasing Vineeth,2,0
684,2019-01-08T10:06:01Z,Aaron Jerry,Anyone 2019??,6,1
684(1),2019-06-21T07:22:09Z,GrandMaster,Hlp,0,0
685,2019-01-05T15:01:39Z,IRFAN M S,2019,0,0
686,2019-01-05T06:33:50Z,Santosh Saluja,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m26s"">0:26</a> was the best",2,0
687,2019-01-04T18:01:16Z,Surendhar Murugan,2019🔥😂,1,0
688,2019-01-04T16:08:28Z,Manu Chaudhary,Anyone????? 2019,1,0
689,2019-01-04T15:25:17Z,Mohammed Adnan,where did you make the video(area),0,0
690,2019-01-04T15:24:28Z,Mohammed Adnan,any one 2019???,48,0
691,2019-01-03T23:27:16Z,DeadlyXDevil,2019 anyone,0,0
692,2019-01-01T09:42:05Z,Roope,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a> see the guy in background",58,3
692(1),2020-10-14T07:52:06Z,Roope,@Madhura Yadiyal  I never knew i commented in this video 😂,0,0
692(2),2020-10-14T06:53:00Z,Madhura Yadiyal,Lmao,2,0
692(3),2019-04-13T14:19:15Z,santoshkpv1,Yep he is blabbering something 😂😂😂,3,0
693,2019-01-01T07:13:55Z,Rayan Omar,ha,0,0
694,2018-12-31T15:52:15Z,Magic wand,adipoli😍😍💖😂😂<br><br>hit like if u understand!,6,5
694(1),2019-07-04T06:59:29Z,Tᵃᵏᵉ ᴵᵗ ᴱᵃˢʸ ᴹᵉᵈᶦᵃ,@rineeth my world ok thanks for the reply dear. ☺,1,0
694(2),2019-07-04T06:39:47Z,rineeth my world,@Tᵃᵏᵉ ᴵᵗ ᴱᵃˢʸ ᴹᵉᵈᶦᵃ means superb,1,0
694(3),2019-05-11T04:37:41Z,Tᵃᵏᵉ ᴵᵗ ᴱᵃˢʸ ᴹᵉᵈᶦᵃ,Video Buff Wow great. You are such a nice human being. Thanks for your reply. Take care. 😍,1,0
694(4),2019-04-12T09:19:05Z,Tᵃᵏᵉ ᴵᵗ ᴱᵃˢʸ ᴹᵉᵈᶦᵃ,What you mean by adipoli?,0,0
694(5),2019-03-27T12:50:15Z,Ron Greego,thakarpan...,0,0
695,2018-12-30T04:53:06Z,Sailaja K,🤣🤣🤣,0,0
696,2018-12-29T13:34:27Z,cyrus,This is  Hilarious !,0,0
697,2018-12-28T08:02:57Z,SVJ 1.0,It&#39;s awesome in India,0,0
698,2018-12-28T04:44:49Z,Arjun.M,0 ..25,0,0
699,2018-12-27T10:19:31Z,kudirelli,Made my day😂,0,0
700,2018-12-25T20:03:08Z,Esaa Shaikhh,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m25s"">0:25</a> lololol",0,0
701,2018-12-24T16:00:57Z,Jit Pandey,Naseer ur hairstyle...🤣🤣🤣,0,0
702,2018-12-21T13:13:00Z,Kamaljeet Mann,Osum 👍👍,0,0
703,2018-12-20T16:41:55Z,harish kumar,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> that guy in background reaction 😂😂",4254,20
703(1),2021-09-01T11:34:32Z,Jaydev Raol,😅,0,0
703(2),2021-03-08T05:33:31Z,ARTIGA,Kim Jin WHY DO INDIANS ART IN THE COMMENT SECTION!,0,0
703(3),2021-03-07T11:03:14Z,ARTIGA,this is pagal admi,0,0
703(4),2021-02-22T14:40:00Z,MasterHybrid16,plot twist: he was dinesh,1,0
703(5),2021-01-22T08:10:02Z,NAVANEETH,😂😂😂😂👌👌👌👌,0,0
703(6),2021-01-12T08:18:38Z,Avinash Mishra,He is Dinesh ; their friend,0,0
703(7),2020-11-10T03:59:19Z,Sumanth Rao,@Archana Ghuge exactly 🤣🤣,0,0
703(8),2020-10-10T20:34:01Z,Rohit,🤣,1,0
703(9),2020-08-13T14:59:25Z,Archana Ghuge,ಈ ಜನರಿಗೆ ಬೇರೆ ಕೆಲಸವಿಲ್ಲ he was saying this means these people don't have any other work 😅😅😅in kannada,11,0
703(10),2020-08-09T05:35:02Z,SUSHIK,@WasOnceDre4ms he is not bineet its binod,4,0
703(11),2020-07-24T11:48:25Z,Dsouza George Joy,Never noticed him until you told me,5,0
703(12),2020-06-03T06:21:45Z,Samyuktha S,@harish kumar 😈☻,2,0
703(13),2020-06-03T06:11:35Z,harish kumar,@Samyuktha S great,1,0
703(14),2020-06-03T01:18:17Z,mymameisna,I was looking for this comment as soon as I saw that reaction.,10,0
703(15),2019-12-18T15:06:32Z,Samyuktha S,I'm the 666th like😈,3,0
703(16),2019-08-11T17:07:57Z,Arvind R,@Neeraja 😄,7,0
703(17),2019-07-25T11:19:46Z,Neeraja,Found dinesh,66,0
703(18),2019-07-22T08:57:31Z,WasOnceDre4ms,@CHIRAG SHARMA he is not Nasser he is bineet kumar,18,0
703(19),2019-06-04T11:21:09Z,DJ BLAZE,Yeah,17,0
703(20),2019-05-08T11:46:15Z,Lily Panda,Lol,26,0
704,2018-12-19T12:57:46Z,Makkah Random videos,The most funniest video I have ever seen on internet 😂👍,1,0
705,2018-12-19T06:23:16Z,SR Rajan,Location courtesy? 😂😂,0,0
706,2018-12-17T15:04:06Z,Rey_OrNot,i thought you outstand since there were no vulgar content. but mocking homeland for another country is equally vulgar. thanks.,0,0
707,2018-12-16T05:50:42Z,Ari,beautiful,0,0
708,2018-12-15T08:46:35Z,Bipasha Chakrabarti,Matki phor re!!!!😂😂😂😂😂😂,0,0
709,2018-12-13T10:59:03Z,Mustafa Chughtai,Congrats on 1 mill,0,0
710,2018-12-10T20:00:38Z,Ankit Pujar,Tatti,0,0
711,2018-12-09T15:39:22Z,Ved Bathina,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a>-  the cow!",0,0
712,2018-12-06T07:11:54Z,Guy with the Cool shades,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> That uncle behind tried to wave",0,0
713,2018-12-06T03:34:48Z,DJ 7,Liked it before watchin......loved it more,1,0
714,2018-12-05T11:28:20Z,_F_R_E_A_K_ Z_O_I_D,did anyone notice when they flipped the second time a man behind was saying something,0,0
715,2018-12-03T09:36:52Z,Mo Raashiii,Yu guys are really unstoppable 😎😎😎🤘🤘🤘,0,0
716,2018-11-29T20:01:35Z,Deepak KM,The same amount of confidence they show for both plastic as well as mud pot. Hilarious. Haha,0,0
717,2018-11-28T14:23:58Z,Lopamudra,I died 😂😂,0,0
718,2018-11-24T12:28:07Z,Rick astley's microphone,😂😂,0,0
719,2018-11-24T08:10:51Z,Esha Shaeeq,😂😂😂😂😂,0,0
720,2018-11-18T07:37:42Z,Rakin Hassan,What is this,1,0
721,2018-11-15T14:50:57Z,najmus saher,Simple yet so nice😀,0,0
722,2018-11-14T11:38:16Z,Gururaja Rao,😃😅😂😂😂😂😂😂😂😂😂,0,0
723,2018-11-13T17:17:26Z,Electrical Artist,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> notice that guy on the right top corner 😂",2,0
724,2018-11-13T16:08:24Z,haripriya guntur,😂😂😂😂😂😂😂😂,0,0
725,2018-11-13T05:07:49Z,Sony Saju,You guys are great.,0,0
726,2018-11-12T15:52:25Z,Sreedevi K,U guys and niharika r malayalis <br>I&#39;m sure and The song r my favourite,0,0
727,2018-11-06T12:50:30Z,James Stephen,"see the guy in the back at<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a>",0,0
728,2018-11-06T11:19:04Z,Dr. Roopa H,Superb,0,0
729,2018-11-06T04:30:06Z,Prads Hi,Indian bottle flip is the best,1,0
730,2018-11-04T04:13:44Z,Nandith Poovamma Kuppanda,😂😂😂😂😂😔👌👌👌👌👌👌👏👏👏👏👏👏✌✌✌✌✌✌,0,0
731,2018-11-03T14:47:32Z,·Jayden· ·Cardozo·,HAHA SOO FUNNY😂😂😂😂,0,0
732,2018-11-01T17:05:49Z,Shanu Moulabee,Hahahaaaaa...,0,0
733,2018-10-30T16:37:31Z,Ambuj Toppo,then-863   now -945k subs,0,0
734,2018-10-30T01:29:10Z,Maithili,What a gorgeous pot throw bro...<br>Its very difficult to make that copper pot stand<br>Hats offff,2,1
734(1),2019-08-16T17:05:27Z,y ssdd,That is plastic,0,0
735,2018-10-26T20:21:51Z,apsana shanu,The last part ....when the pot broke nd nasar&#39;s reaction ...omg i m dead😂😂😂😂😂,24,0
736,2018-10-23T10:53:45Z,Diamond Tols,I love you guys 😂,0,0
737,2018-10-19T18:52:44Z,Neethu B,Superb 👌👌👌😂😁😀,0,0
738,2018-10-19T08:13:41Z,Ram Kum Gamer,😂😂😂,1,0
739,2018-10-18T13:46:33Z,Afreeza Zainab,Why why wwhhyyyy??? 😂😂😂😂,0,0
740,2018-10-18T13:13:35Z,Hemanth Kumar N,Hahahahha,0,0
741,2018-10-17T16:37:42Z,Aman Agriken,you guys rocking man keep it on,0,0
742,2018-10-17T15:01:07Z,SSSLK,Super Da machan !!,0,0
743,2018-10-17T14:24:04Z,Bahu Bali,This video was shit,0,0
744,2018-10-16T16:28:09Z,Vandana Srivastava,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a>That reaction 😂",1,0
745,2018-10-15T06:56:07Z,LoneWalker,When the ad is longer than the video XD.,0,0
746,2018-10-14T09:32:18Z,N,XDDDD OML,0,0
747,2018-10-14T06:57:24Z,nadeem pasha,you are so funny guys,0,0
748,2018-10-14T04:26:21Z,Anime Girl,Ya Allah!  aur kitna hasaoge yaar 😂😂,0,0
749,2018-10-12T16:44:31Z,Ashs Shetty,to short aaaaa,0,0
750,2018-10-12T16:44:26Z,Ashs Shetty,to short aaaaa,0,0
751,2018-10-11T12:48:00Z,Ashok Gargatti,Still watching it from 2017- 2018,0,0
752,2018-10-11T04:00:10Z,mahanth cr,This is my best channel,0,0
753,2018-10-10T18:16:24Z,Mohit Guru,"Naser&#39;s reaction is priceless at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=00m18s"">00:18</a> and <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=00m22s"">00:22</a>",0,0
754,2018-10-03T06:21:32Z,Ben & Aairah,🤣🤣🤣,0,0
755,2018-09-27T21:16:10Z,S. Vaishali,So many tamil references. I wonder y they take it wen they have no connection to it! But it is still amazing!!,0,0
756,2018-09-27T16:11:22Z,Jayanth Kumar,Awesomely funny....<br>Liked your hair style....,0,0
757,2018-09-26T14:24:09Z,Bihar,Yrr ye shi h 🤣🤣😂,0,0
758,2018-09-26T13:14:13Z,Anush,Where do u live,0,0
759,2018-09-26T09:14:21Z,Jayaprakash Narayanun,"A man was scolding them at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a>",0,0
760,2018-09-14T13:13:01Z,Suma S,Always waiting for ur videos 👌,1,0
761,2018-09-12T16:06:16Z,prathik p,😆😆😆😆,0,0
762,2018-09-08T09:52:47Z,Indu Arora,😂😂😂😂,1,0
763,2018-09-06T10:05:22Z,Mansi choudhary,Can u plz tell me the song... Gidda e gidda e plz plz plz,0,0
764,2018-09-05T12:27:19Z,adarsh sirsat,Magga flip <b>hindustani dab</b><br><br>Namaste is basically dabbing with sanskar,5,0
765,2018-08-27T07:54:17Z,Eby George,Thus is the 40 sec video that made me laugh for 1 min,0,0
766,2018-08-26T11:50:41Z,hoaxmyg,"you’ve made my day Jordindian 🤣🤣<br><a href=""http://www.youtube.com/results?search_query=%23bestbottleflipever"">#bestbottleflipever</a><br><a href=""http://www.youtube.com/results?search_query=%23jordindianbottleflip"">#jordindianbottleflip</a>",0,0
767,2018-08-26T02:31:40Z,SAM ALLWIN RAJ I,Ha ha o m g,0,0
768,2018-08-24T17:03:13Z,Shruti Jhaveri,Just too good,0,0
769,2018-08-23T21:30:13Z,Mohammed Mazeen,naser and vineeth good job,0,0
770,2018-08-22T12:31:55Z,Neha Khemka,JORDINDIAN I love you and your videos . they make my day . I can&#39;t stop laughing,0,0
771,2018-08-19T11:01:34Z,Zaara Fernandes,Hahahaha,0,0
772,2018-08-19T06:14:31Z,tamil palagu,tamizhanda,0,0
773,2018-08-18T21:45:47Z,Manjunath Panchaxarimath,The most hilarious shortest video of Jordindians!,0,0
774,2018-08-18T14:11:02Z,Fuse Blast,Too short,0,0
775,2018-08-17T04:33:24Z,Geetha Laddha,ha! ha! funny,0,0
776,2018-08-15T03:57:38Z,Master Spartan 233,guys u rock,0,0
777,2018-08-14T20:34:27Z,Ankur Deb,wtf😂😂,0,0
778,2018-08-12T17:35:06Z,drake Bros,Wasseypur style😂😂,3,0
779,2018-08-12T16:12:00Z,vijay Jambhulkar,This is really light comedy made my day thanks,0,0
780,2018-08-12T11:05:31Z,Farnaz Sayyed,Love this,0,0
781,2018-08-10T19:09:15Z,Lydia,best one,0,0
782,2018-08-10T13:27:29Z,Hema Nemiraj.,Indians are the best,0,0
783,2018-08-10T10:22:39Z,Anas Dynamite,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a> there&#39;s nothing cooler than lungi in this world.😅",2620,11
783(1),2021-09-06T05:32:11Z,CHIRANTAN,Yes how do you know,0,0
783(2),2021-08-06T07:48:20Z,COUCH  POTATO,And it's soo cool when we're not wered innerwear while in lungi 😂,0,0
783(3),2021-07-17T11:21:03Z,DarkAssassin (Su-57),@varun raj to the underworld xD,2,0
783(4),2021-07-17T11:20:31Z,DarkAssassin (Su-57),internally aswell externally,2,0
783(5),2021-07-04T11:53:53Z,Krishna Jigsaw,"Yep...I mean, literally there's nothing ""COOLER"" than lungi",3,0
783(6),2021-03-27T12:07:58Z,Want Sand Hanitizer,I'm re watching it,1,0
783(7),2020-10-22T12:22:39Z,The Green Apple,there u go a thousand likes,3,0
783(8),2020-10-12T13:49:10Z,Datz_ Walker,I am your 900 th like,6,0
783(9),2019-11-05T07:11:35Z,varun raj,"@Talha Hashmi it is like a natural air conditioner, 24/7 air come inside & go outside.",88,0
783(10),2019-06-01T09:26:07Z,Farhan S,"""anus dynamite""",15,0
783(11),2019-05-30T07:32:43Z,Talha Hashmi,Yeah! Technically it is 🤣🤣🤣🤣🤣,41,0
784,2018-08-03T22:21:53Z,Syeda Sana,I thought that was Lota 😂😂😂,0,0
785,2018-07-30T09:42:27Z,pjw wjp,"The funniest part is at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m26s"">0:26</a>",0,0
786,2018-07-27T09:38:47Z,Rakesh Raptan,That hair style and humor,0,0
787,2018-07-26T21:20:49Z,Ahammed Shemeem,🤣🤣😂😂😂,0,0
788,2018-07-26T13:20:21Z,Shruthi Gowda,Funny hahahahahahahahahhaha!!!!!!!!!!!!!!!!!!!,0,0
789,2018-07-24T09:20:46Z,ani rud,so funny,0,0
790,2018-07-23T05:39:48Z,Srujan Lil Saint,YouTube must and must provide a super like button..jOrdIndiAn🙌,0,0
791,2018-07-21T10:48:14Z,CECILIA MANI,Lol,0,0
792,2018-07-21T10:22:20Z,dream boy,The last one 😂😂😂😂😂,0,0
793,2018-07-20T09:53:21Z,Shashanka Bhargava,Super,0,0
794,2018-07-19T01:37:11Z,Viraj Khairnar,Dhitaatte......dhitaatte😂😂😂,0,0
795,2018-07-18T16:14:56Z,jitendra sharma,Trust me.. this is one of the best.. :D,0,0
796,2018-07-17T16:07:13Z,GHOST,That hairstyle though 😂😂😂🤣,1,0
797,2018-07-16T19:03:34Z,athul shetty,OUTRO❤,0,0
798,2018-07-15T12:02:32Z,Shivani Bhagat,😂😂,0,0
799,2018-07-13T12:33:37Z,william kk,Jobless,0,0
800,2018-07-11T17:51:50Z,Vasudev Maranat,I like this.... please don&#39;t stop making videos...,0,0
801,2018-07-10T14:00:48Z,Pavithra S,😂😂,0,0
802,2018-07-09T16:47:03Z,194 324 Afrah Khan,I love these guys omggg,0,0
803,2018-07-07T03:53:06Z,Asmaa Fathima,😂😂😂😂😂😂😂very funny.,0,0
804,2018-07-05T10:26:21Z,pra kash,No matter how many times I watch this it is always funny aa hell,0,0
805,2018-07-04T15:58:55Z,Prachi Sharma,This made me laugh so hard,0,0
806,2018-07-04T09:24:04Z,xxDeath Corexx,More like Matka flip 😂😂😂,0,0
807,2018-07-03T07:01:56Z,TRICKS BY SANJAY ,I think that from south India,0,0
808,2018-07-03T07:00:50Z,TRICKS BY SANJAY ,Proud to bee an Indian,2,0
809,2018-06-30T16:14:56Z,Sinister Karthik,"That spectacles man,..... ur my man bro❤️❤️",0,0
810,2018-06-30T08:10:50Z,Ayat Khan,Thank you bro this v,0,0
811,2018-06-29T17:42:16Z,nadiya 2018,Did anybody notice it is marri thara local song,0,0
812,2018-06-26T20:45:29Z,Upsurge,31 k likes for a 40 sec video,0,0
813,2018-06-24T08:45:02Z,[01]Akash.K.S,shortest jordindian video ever i seen,0,0
814,2018-06-24T07:18:38Z,Varigeti Indira,Please try more to do the videos only like this and it&#39;s so awesome,0,0
815,2018-06-23T13:05:02Z,DEROXGAMING 21!!,What is this you are uploaded a small video,0,0
816,2018-06-23T10:22:21Z,Syed Mubarak,this video is more funny than the others,0,0
817,2018-06-20T10:40:25Z,Terror Vishwas,very funny,0,0
818,2018-06-20T04:18:51Z,GEETHA K,Repeat mode😂😂😂,0,0
819,2018-06-18T11:12:44Z,srisudharsan muthamilan,"So funny, that l can&#39;t  stop laughing     <br>In front  of  every one 😂🤣",0,0
820,2018-06-12T16:24:37Z,Vivian Clifford Pereira,😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂🤣🤣🤣🤣oh shit!,0,0
821,2018-06-09T19:59:08Z,Cutee,Hahahaaaaaaaa,0,0
822,2018-06-09T16:33:45Z,TRPSGamer,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m20s"">0:20</a> bahut muskil hai u guys are amazing",0,0
823,2018-06-02T12:17:50Z,Manikandan Sivakumar,wowowowow... I cried laughing,0,0
824,2018-05-29T13:01:59Z,Zahid Ulla Ghouri,🤣🤣🤣🤣,0,0
825,2018-05-29T05:21:13Z,davin philip louis,Mug flip😂😂😂,0,0
826,2018-05-29T04:44:28Z,krishna flute and guitarist,Owwssom,0,0
827,2018-05-28T12:21:16Z,Venkat Karpe,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m20s"">0:20</a> 👌👌👌",0,0
828,2018-05-28T11:13:39Z,Naeem Patel,fan of you guys. i have seen almost all indian youttuber channel but you guys are different.... i am also living in bangalore hope i can work with you as a background artist hahaha,0,0
829,2018-05-22T17:02:13Z,Aarti Pohane,make a video of jordindian chapel flip,0,0
830,2018-05-22T09:41:09Z,Sonali Pandey,Omg. The last 😂😂😂😂😂🤣🤣,0,0
831,2018-05-19T19:07:14Z,798 Payal Solanki,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m24s"">0:24</a>😂😂😂😂😂 i laughed  out  so laud omg and I&#39;m in a train ! alll were watching me😂😂😂",0,0
832,2018-05-19T10:49:21Z,Abhi Binga,😁😁😁,0,0
833,2018-05-18T07:56:02Z,CD,The matka flip was hilarious 😂 😂😂,0,0
834,2018-05-17T05:00:59Z,kalpesh darji,Naser you look like Mustafa Ali,0,0
835,2018-05-16T18:11:32Z,Sarah Ansari,Lungi da.,0,0
836,2018-05-15T17:30:02Z,Noah Alexander,2018?,0,0
837,2018-05-14T16:01:12Z,Shaf entertainment,00.21 one man is argueing wjile they taking shot bcz they are wasting water... He he he,0,0
838,2018-05-09T08:45:29Z,davin philip louis,Mug flip,0,0
839,2018-05-08T14:46:11Z,Dakshayanie Yanie,Me: Dad I have to tell you something serious...<br>Dad: Oh is it. Do you want me to call the ambulance😎<br>Me:😑,0,0
840,2018-05-05T04:56:29Z,Kirti Y,This is the baap video of jordindian💝😂😂😂,0,0
841,2018-05-04T19:18:46Z,gamer boy,Did you noticed the man in the right was shouting at them😂😂,0,0
842,2018-05-04T09:58:06Z,Vaishanavi Nadesan,Even ur video is short it still makes me laugh,0,0
843,2018-05-03T13:53:56Z,Sharanya Narasimharaju,U guys rock in each video 😍😀,1,0
844,2018-05-03T10:13:01Z,Shalini Ramkumar,lol,0,0
845,2018-05-02T17:21:58Z,Sarath Shanmukh,who is Dinesh 😭😭😭😭,0,0
846,2018-05-02T12:12:23Z,Bharathi K Thevar,Again and again you guys are unfit to be in Karnataka. If you are making video in Karnataka follow or use netive things not Tamil bgm and cartoons.,0,0
847,2018-04-28T11:36:30Z,seth mohibr,kortahe kortahe,1,0
848,2018-04-28T10:09:47Z,Asha Singh,I like it,0,0
849,2018-04-26T11:57:55Z,Chandrika Syaman,That expression..🤣🤣,0,0
850,2018-04-25T14:44:39Z,Sahana Thinks So,👌🏻👌🏻😂,1,1
850(1),2018-07-19T13:27:56Z,SREE TECH,"Sahana Thinks So 
please sub my channel and hit the bell icon
Enjoy the videos",0,0
851,2018-04-25T11:22:08Z,Benjamin Albert,"hahaha the goat at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a>",0,0
852,2018-04-25T06:48:05Z,Ambily Prasanth,chennaiayan style,0,0
853,2018-04-22T10:19:21Z,Siddharth Engineers,Lol wow very funny,0,0
854,2018-04-21T14:31:29Z,Pramjeet Kaur Pawar,Mast hai,0,0
855,2018-04-19T16:49:27Z,Ravi films,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m25s"">0:25</a> that&#39;s me",250,0
856,2018-04-17T09:33:55Z,Kavitha S,Maari film music super !!!!,0,0
857,2018-04-14T08:06:07Z,Movies Made Fun,Savage lvl 63739929181725353664728920203,0,0
858,2018-04-12T10:13:41Z,s. s.,😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,1,1
858(1),2018-07-20T12:56:10Z,SREE TECH,"s. s. 
Please subscribe my channel and hit the bell icon😍😍",0,0
859,2018-04-11T17:11:29Z,Devika Kejriwal,LMAOOOOOO. This is hilarious!!!,0,0
860,2018-04-11T06:58:28Z,Unknown Youthooober,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a>",0,0
861,2018-04-10T08:43:05Z,guru dath,I subscribed,0,0
